licence_ref,description,licensee_name,trading_name,nominee_name,address_1,address_2,address_3,county,Full_address,latitude,longitude,g_address
S0010,Publican's Licence (7-Day Ordinary),Glenanail Investments Limited,The Dawson Lounge,,25 Dawson Street,,,Dublin 2,"The Dawson Lounge, 25 Dawson Street, Dublin 2",53.3397448,-6.258825799999999,"25 Dawson St, Dublin 2, Ireland"
1011789,Publican's Licence (7-Day Ordinary),Camden Street Taverns Limited,Flannery's Bar,,6 & 7 & Rear Of 8 & 9 Camden Street Lower,,,Dublin 2,"Flannery's Bar, 6 & 7 & Rear Of 8 & 9 Camden Street Lower, Dublin 2",53.33603,-6.265273,"6 Camden Street Lower, Saint Kevin's, Dublin 2, Co. Dublin, Ireland"
S2949,Publican's Licence (7-Day Ordinary),Crown Alley Restaurant Limited,Dorans,,3a Crown Alley,Temple Bar,,Dublin 2,"Dorans, 3a Crown Alley, Temple Bar, Dublin 2",53.3452666,-6.262655,"3 Crown Alley, Temple Bar, Dublin 2, D02 CX67, Ireland"
S3903,Publican's Licence (7-Day Ordinary),The Pygmalion Public House Limited,Pygmalion,,"Units 17a, 18, 19a,19b And 19c",Powerscourt Townhouse Centre,59 South William Street,Dublin 2,"Pygmalion, Units 17a, 18, 19a,19b And 19c, Powerscourt Townhouse Centre, 59 South William Street, Dublin 2",53.3422357,-6.2617799,"59 William St S, Dublin 2, Ireland"
S3708,Publican's Licence (7-Day Ordinary),Pawnbeach Limited,4 Dame Lane,,4 Dame Lane,,,Dublin 2,"4 Dame Lane, 4 Dame Lane, Dublin 2",53.3437628,-6.262862699999999,"4 Dame Ln, Dublin 2, Ireland"
1002171,Publican's Licence (7-Day Ordinary),Merchant's Arch Restaurants Company Limited,Merchants Hall,,48/49 Wellington Quay,,,Dublin 2,"Merchants Hall, 48/49 Wellington Quay, Dublin 2",53.34594800000001,-6.262829,"48-49 Wellington Quay, Temple Bar, Dublin, D02 EY65, Ireland"
1013229,Publican's Licence (7-Day Ordinary),The Workman's Club Limited,Dollard And Co,,Portions Of The Basement And Ground Floor Of Dollard House,With Its Main Entrance To Be At 2-5 Wellington Quay,And A Rear Entrance To Be At Essex Street East,Dublin 2,"Dollard And Co, Portions Of The Basement And Ground Floor Of Dollard House, With Its Main Entrance To Be At 2-5 Wellington Quay, And A Rear Entrance To Be At Essex Street East, Dublin 2",53.3453246,-6.267147599999999,"2-5 Wellington Quay, Temple Bar, Dublin 2, D02 PK72, Ireland"
1008060,Publican's Licence (7-Day Ordinary),Chequer Catering Limited,The Green Hen,,33 Exchequer Street,,,Dublin 2,"The Green Hen, 33 Exchequer Street, Dublin 2",53.3431292,-6.2623674,"33 Exchequer St, Dublin 2, D02 A620, Ireland"
1004033,Publican's Licence (7-Day Ordinary),The Workman's Club Limited,Vcc,,15 And 16 Crown Alley,Temple Bar,,Dublin 2,"Vcc, 15 And 16 Crown Alley, Temple Bar, Dublin 2",53.3450623,-6.262959599999999,"15 Crown Alley, Temple Bar, Dublin, D02 E229, Ireland"
S3271,Publican's Licence (7-Day Ordinary),The Workman's Club Limited,Mary's Bar And Hardware,,6-8 Wicklow Street,,,Dublin 2,"Mary's Bar And Hardware, 6-8 Wicklow Street, Dublin 2",53.34285190000001,-6.2602838,"8 Wicklow St, Dublin 2, Ireland"
1013039,Publican's Licence (7-Day Ordinary),The Workman's Club Limited,Roberta's,,"Portion Of Basement, Portion Of Ground Floor And 1st Floor",With Main Entrance At Essex Street East,"Dollard House, 2-5 Wellington Quay",Dublin 2,"Roberta's, Portion Of Basement, Portion Of Ground Floor And 1st Floor, With Main Entrance At Essex Street East, Dollard House, 2-5 Wellington Quay, Dublin 2",53.345077,-6.26717,"1 Essex Street East, Temple Bar, Dublin, Ireland"
S4583,Publican's Licence (7-Day Ordinary),Molana Limited,Residence,,41 St Stephens Green,,,Dublin 2,"Residence, 41 St Stephens Green, Dublin 2",53.3383181,-6.255303,"41 St. Stephen's Green, Dublin 2, Ireland"
1008082,Publican's Licence (7-Day Ordinary),The Workman's Club Limited,Peruke And Periwig,,31 Dawson Street,,,Dublin 2,"Peruke And Periwig, 31 Dawson Street, Dublin 2",53.3400991,-6.2587752,"31 Dawson St, Dublin 2, Ireland"
S0040,Publican's Licence (7-Day Ordinary),Scalo Limited,Mactorcaills,,(ground Floor & Basement),"13, 14 & 15 Townsend Street",& 31 Tara Street,Dublin 2,"Mactorcaills, (ground Floor & Basement), 13, 14 & 15 Townsend Street, & 31 Tara Street, Dublin 2",53.3459727,-6.2552968,"ground Floor & Basement), 13, 15 Townsend St, Dublin 2, D02 FK11, Ireland"
S0199,Publican's Licence (7-Day Ordinary),Toomaline Limited,Devitts,,78 Lower Camden Street,,,Dublin 2,"Devitts, 78 Lower Camden Street, Dublin 2",53.3355395,-6.2654505,"78 Camden Street Lower, Saint Kevin's, Dublin 2, D02 C642, Ireland"
1008963,Publican's Licence (7-Day Ordinary),Noyfield Limited,The Porterhouse Inn,,44 To 46 Nassau Street And,1 & 2 Adam Court,,Dublin 2,"The Porterhouse Inn, 44 To 46 Nassau Street And, 1 & 2 Adam Court, Dublin 2",53.34300409999999,-6.2589444,"45 Nassau St, Dublin, D02 RP20, Ireland"
S0143,Publican's Licence (7-Day Ordinary),Independent Trustee Limited,Larry Murphy's,,43/44 Baggot Street Lower,(ground Floor And Basement),,Dublin 2,"Larry Murphy's, 43/44 Baggot Street Lower, (ground Floor And Basement), Dublin 2",53.3367809,-6.248700299999999,"43 Baggot Street Lower, Grand Canal Dock, Dublin 2, Ireland"
S4097,Publican's Licence (7-Day Ordinary),Cantaloop Limited,Rush,,Basement And Ground Floor Of No,65 South William Street,,Dublin 2,"Rush, Basement And Ground Floor Of No, 65 South William Street, Dublin 2",53.3429556,-6.2621622,"65, 2 William St S, Dublin, Ireland"
S3178,Publican's Licence (7-Day Ordinary),Fenway Inns Limited,The Front Lounge,,3/6 Upper Exchange Street,Ground Floor And Basement,33/34 Parliament Street,Dublin 2,"The Front Lounge, 3/6 Upper Exchange Street, Ground Floor And Basement, 33/34 Parliament Street, Dublin 2",53.3445324,-6.2675044,"34 Parliament St, Temple Bar, Dublin 2, Ireland"
S0032,Publican's Licence (7-Day Ordinary),Ghm Taverns Limited,The Trinity Inn,,37b Pearse St & 2 Shaw St,,,Dublin 2,"The Trinity Inn, 37b Pearse St & 2 Shaw St, Dublin 2",53.344862,-6.252147000000001,"Pearse Street Pearse St, Dublin 2, D02 N966, Ireland"
S0104,Publican's Licence (7-Day Ordinary),Ralvale Limited,The Bull And Castle,,5/7 Lord Edward Street,,,Dublin 2,"The Bull And Castle, 5/7 Lord Edward Street, Dublin 2",53.34344669999999,-6.2698331,"5-7 Lord Edward St, Dublin 2, D02 P634, Ireland"
S0201,Publican's Licence (7-Day Ordinary),Gimeleed Limited,The Bleeding Horse,,24/25 Upper Camden Street And,33/34 Charlotte Street,,Dublin 2,"The Bleeding Horse, 24/25 Upper Camden Street And, 33/34 Charlotte Street, Dublin 2",53.3334783,-6.2648143,"24-25 Camden Street Upper, Saint Kevin's, Dublin 2, Ireland"
S4095,Publican's Licence (7-Day Ordinary),College Inns Limited,The Bank On College Green,,20/21/22 College Green,,,Dublin 2,"The Bank On College Green, 20/21/22 College Green, Dublin 2",53.3441191,-6.2615067,"20-22 College Green, Dublin, D02 C868, Ireland"
S4106,Publican's Licence (7-Day Ordinary),Romnag Limited,The Hard Rock Cafe,,"Portion Of Basement 7-12 Fleet Street And, Ground Floor 10-12","Fleet Streetl,temple Bar",,Dublin 2,"The Hard Rock Cafe, Portion Of Basement 7-12 Fleet Street And, Ground Floor 10-12, Fleet Streetl,temple Bar, Dublin 2",53.3458781,-6.2608664,"12 Fleet St, Temple Bar, Dublin, Ireland"
S0012,Publican's Licence (7-Day Ordinary),Ballywillan Holdings Limited,The Duke,,The Duke Public House,"9 Duke Street And Basement And Ground Floor Of, 8 Duke Street And Rere",54 Dawson Street,Dublin 2,"The Duke, The Duke Public House, 9 Duke Street And Basement And Ground Floor Of, 8 Duke Street And Rere, 54 Dawson Street, Dublin 2",53.3419775,-6.2587796,"9 Duke St, Dublin 2, D02 NR76, Ireland"
S0198,Publican's Licence (7-Day Ordinary),Smartridge Holdings Limited,Cassidys,,42 Lower Camden Street,,,Dublin 2,"Cassidys, 42 Lower Camden Street, Dublin 2",53.3340273,-6.2649959,"42 Camden Street Lower, Saint Kevin's, Dublin 2, D02 YP57, Ireland"
S0110,Publican's Licence (7-Day Ordinary),Lionwood Limited,The International Bar,,8 St Andrew St & 23 Wicklow St,,,Dublin 2,"The International Bar, 8 St Andrew St & 23 Wicklow St, Dublin 2",53.3430991,-6.2617464,"23 Wicklow St, Dublin 2, D02 VH59, Ireland"
S0131,Publican's Licence (7-Day Ordinary),Hairy Lemon Limited,Hairy Lemon,,41/42 Lower Stephen Street,,,Dublin 2,"Hairy Lemon, 41/42 Lower Stephen Street, Dublin 2",53.341266,-6.263872999999999,"Stephen Street Lower, Dublin 2, Ireland"
S0115,Publican's Licence (7-Day Ordinary),Alan Campbell,The Bankers Lounge,,16 Trinity Street,,,Dublin 2,"The Bankers Lounge, 16 Trinity Street, Dublin 2",53.34399759999999,-6.2624765,"Trinity St, Dublin, D02 A440, Ireland"
S0119,Publican's Licence (7-Day Ordinary),Pizz Eile Limited,Against The Grain,Niall Walsh,11 Wexford Street,,,Dublin 2,"Against The Grain, 11 Wexford Street, Dublin 2",53.3370639,-6.2654834,"11 Wexford St, Dublin 2, Ireland"
S0208,Publican's Licence (7-Day Ordinary),Bernard Shaw Taverns Limited,The Bernard Shaw,,11/12 South Richmond St,,,Dublin 2,"The Bernard Shaw, 11/12 South Richmond St, Dublin 2",53.3317151,-6.2645751,"11-12 Richmond St South, Saint Kevin's, Dublin 2, Ireland"
S0014,Publican's Licence (7-Day Ordinary),Probus Wines Limited,Probus Wines And Spirits Of Dublin,,24/25/26 Fenian St &,1/2 Denzille Lane,,Dublin 2,"Probus Wines And Spirits Of Dublin, 24/25/26 Fenian St &, 1/2 Denzille Lane, Dublin 2",53.3414994,-6.2483629,"26 Fenian St, Dublin 2, D02 FX09, Ireland"
S0097,Publican's Licence (7-Day Ordinary),Claytondale Limited,Karma Stone,,1 Lower Kevins Street Dublin 2 And,40 Wexford Street,,Dublin 2,"Karma Stone, 1 Lower Kevins Street Dublin 2 And, 40 Wexford Street, Dublin 2",53.33750300000001,-6.265868999999999,"40 Wexford St, Dublin, Ireland"
S0091,Publican's Licence (7-Day Ordinary),Longhall Lounge Bars Limited,The Long Hall,,51 South Great George's Street,,,Dublin 2,"The Long Hall, 51 South Great George's Street, Dublin 2",53.34185,-6.265298,"51 South Great George's Street, Dublin 2, Ireland"
S0065,Publican's Licence (7-Day Ordinary),Flivver Investments Limited,Fitzgeralds,,22 Aston Quay,(formerly Known As 26 Aston Quay),,Dublin 2,"Fitzgeralds, 22 Aston Quay, (formerly Known As 26 Aston Quay), Dublin 2",53.3466745,-6.259630599999999,"22 Aston Quay, Temple Bar, Dublin 2, Ireland"
S0033,Publican's Licence (7-Day Ordinary),Padraic Pearse Limited,Padraig Pearse,,81/82 Pearse Street,,,Dublin 2,"Padraig Pearse, 81/82 Pearse Street, Dublin 2",53.34335000000001,-6.244716299999999,"130 Pearse Street Dublin 2, Erne Street Lower, Dublin Southside, Dublin, Ireland"
S0111,Publican's Licence (7-Day Ordinary),Dorans (cafe Bars) Limited,The Old Stand,,37 Exchequer Street And,9/10 Andrew Street (including Open Yard At Rear Of 10 Andrew Street),,Dublin 2,"The Old Stand, 37 Exchequer Street And, 9/10 Andrew Street (including Open Yard At Rear Of 10 Andrew Street), Dublin 2",53.34314269999999,-6.2621199,"37 Exchequer St, Dublin 2, D02 F251, Ireland"
S0150,Publican's Licence (7-Day Ordinary),T And W O'connor Limited,Oil Can Harrys,,31/32 Lower Mount Street,,,Dublin 2,"Oil Can Harrys, 31/32 Lower Mount Street, Dublin 2",53.338363,-6.243190999999999,"32 Mount Street Lower, Grand Canal Dock, Dublin, Ireland"
S3230,Publican's Licence (7-Day Ordinary),Burston Limited,The Quays,,10/13 Temple Bar,,,Dublin 2,"The Quays, 10/13 Temple Bar, Dublin 2",53.3456732,-6.2632571,"10-12 Temple Bar, Dublin 2, D02 EW63, Ireland"
S0127,Publican's Licence (7-Day Ordinary),The Swan Bar Limited,The Swan Bar,Ronan Lynch,57/58 York Street,,,Dublin 2,"The Swan Bar, 57/58 York Street, Dublin 2",53.3396583,-6.2656855,"58 York St, Dublin, Ireland"
S2793,Publican's Licence (7-Day Ordinary),Aberken Limited,Sinnotts Bar,,Unit B2 Stephens Green Centre,King Street South,,Dublin 2,"Sinnotts Bar, Unit B2 Stephens Green Centre, King Street South, Dublin 2",53.340136,-6.261584,"King St S, Dublin, Co. Donegal, Ireland"
S0081,Publican's Licence (7-Day Ordinary),Hyrated Limited,Dame Tavern,,18 Dame Court,(off Dame Street),,Dublin 2,"Dame Tavern, 18 Dame Court, (off Dame Street), Dublin 2",53.3438244,-6.2639606,"18 Dame Ct, Dublin 2, D02 W683, Ireland"
N0244,Publican's Licence (7-Day Ordinary),Declan Cummins And Fridolin Cummins,Strawberry Hall,Declan Cummins,Astagob,Strawberry Beds,Chapelizod,Dublin 20,"Strawberry Hall, Astagob, Strawberry Beds, Chapelizod, Dublin 20",53.3623406,-6.385714999999999,"Lower Rd, Dublin 20, D20 RH59, Ireland"
N1122,Publican's Licence (7-Day Ordinary),Blackfern Taverns Ltd,Murrays/ Deadmans Inn,,Old Lucan Road,Quarry Vale,,Dublin 20,"Murrays/ Deadmans Inn, Old Lucan Road, Quarry Vale, Dublin 20",53.3560362,-6.3976371,"Lucan Rd Old, Curtis Stream, Palmerstown, Co. Dublin, Ireland"
N1114,Publican's Licence (7-Day Ordinary),Zuo You Xie,Aussie Bar And Restaurant,,1 St. Laurence Road,Chapelizod Road,,Dublin 20,"Aussie Bar And Restaurant, 1 St. Laurence Road, Chapelizod Road, Dublin 20",53.34769989999999,-6.345867,"1 St Laurence's Rd, Chapelizod, Dublin 20, Ireland"
N0250,Publican's Licence (7-Day Ordinary),Harvest Point Limited,The Villager,,31 Main Street And 31 Martins Row,Chapelizod,,Dublin 20,"The Villager, 31 Main Street And 31 Martins Row, Chapelizod, Dublin 20",53.3495925,-6.3443438,"31 Main Street Chapelizod Dublin Dublin 20 Dublin City, Co. Dublin, D20 EP29, Ireland"
N0249,Publican's Licence (7-Day Ordinary),Reecekev Taverns Limited,Mullingar House,Patrick Kavanagh,New Constructed & Altered Premises,"Situate At 9 Mullingar Terrace, & Newly Extensions Att & Adj Thereto",Chapelizod,Dublin 20,"Mullingar House, New Constructed & Altered Premises, Situate At 9 Mullingar Terrace, & Newly Extensions Att & Adj Thereto, Chapelizod, Dublin 20",53.3483445,-6.342457,"Chapelizod, Dublin, Ireland"
N1193,Publican's Licence (7-Day Ordinary),Bunker Estates Limited,Silver Granite,,Junc Kennelsfort Rd,,Palmerstown,Dublin 20,"Silver Granite, Junc Kennelsfort Rd, Palmerstown, Dublin 20",53.35006139999999,-6.3774345,"Kennelsfort Rd Upper, Johnstown, Dublin 20, D20 R276, Ireland"
N0243,Publican's Licence (7-Day Ordinary),Howth Railway Refreshment Rooms Limited,The Anglers Rest,,Knockmaroon Hill,Chapelizod,,Dublin 20,"The Anglers Rest, Knockmaroon Hill, Chapelizod, Dublin 20",53.359055,-6.3586481,"Knockmaroon Hill, Castleknock, Dublin, Ireland"
N1121,Publican's Licence (7-Day Ordinary),Bigger Staff Services Limited,The Palmerstown House,Louis Fitzgerald,Including New Extension,Palmerstown,,Dublin 20,"The Palmerstown House, Including New Extension, Palmerstown, Dublin 20",53.3564344,-6.370762,"Old Lucan Road Palmerstown, Dublin 20, Ireland"
1011234,Publican's Licence (7-Day Ordinary),Tercina Liffey Limited,Tgi Friday's,,Unit 5 First Floor,"Western End Rotunda, Liffey Valley Shopping Centre",Clondalkin,Dublin 22,"Tgi Friday's, Unit 5 First Floor, Western End Rotunda, Liffey Valley Shopping Centre, Clondalkin, Dublin 22",53.3530919,-6.2631779,"Parnell Square E, Rotunda, Dublin 1, Ireland"
S2821,Publican's Licence (7-Day Ordinary),Rostino Tavern Limited,The Kingswood Lodge,,Kingswood Heights,Ballymount Lane,Clondalkin,Dublin 22,"The Kingswood Lodge, Kingswood Heights, Ballymount Lane, Clondalkin, Dublin 22",53.30746749999999,-6.3675481,"Ballymount Rd, Ballymount Great, Dublin, Ireland"
S2287,Publican's Licence (7-Day Ordinary),Prospectside Limited,The Red Cow Inn,,Red Cow Inn Complex,Naas Road,,Dublin 22,"The Red Cow Inn, Red Cow Inn Complex, Naas Road, Dublin 22",53.319143,-6.363391999999999,"The Red Cow Complex, Naas Rd, Fox-And-Geese, Dublin 22, D22 R5P3, Ireland"
S1486,Publican's Licence (7-Day Ordinary),Clondalkin Taverns Limited,The Purty Central,Alan Mcguirk,Main Street,Clondalkin,,Dublin 22,"The Purty Central, Main Street, Clondalkin, Dublin 22",53.32127910000001,-6.393307,"20 Main St, Clondalkin, Co. Dublin, Ireland"
S1485,Publican's Licence (7-Day Ordinary),K C R Taverns Limited,The Black Lion,,Clondalkin Village,Clondalkin,,Dublin 22,"The Black Lion, Clondalkin Village, Clondalkin, Dublin 22",53.3213421,-6.3935092,"Orchard Rd, Clondalkin, Dublin 22, Ireland"
1009200,Publican's Licence (7-Day Ordinary),Bellway Limited,The Laurels,,Clondalkin,,,Dublin 22,"The Laurels, Clondalkin, Dublin 22",53.321011,-6.3929791,"2 8, Main Street, Dublin, Ireland"
S2096,Publican's Licence (7-Day Ordinary),Berrydale Limited,The Finches,,Rowlagh,Clondalkin,,Dublin 22,"The Finches, Rowlagh, Clondalkin, Dublin 22",53.3449076,-6.3978677,"Neilstown Road, Clondalkin, Dublin, Ireland"
S4356,Publican's Licence (7-Day Ordinary),Fuib Bars Limited,Metro Cafe Bar,,"Units 2-4, Tramway Court",Old Blessington Road,Tallaght,Dublin 24,"Metro Cafe Bar, Units 2-4, Tramway Court, Old Blessington Road, Tallaght, Dublin 24",53.289722,-6.364942,"Old Blessington Rd, Tallaght, Dublin 24, Ireland"
S3735,Publican's Licence (7-Day Ordinary),Remington Taverns Limited,Scholars,,Killininny,Ballycragh,Tallaght,Dublin 24,"Scholars, Killininny, Ballycragh, Tallaght, Dublin 24",53.27491999999999,-6.344958,"Oldcourt Shopping Centre, Parklands Rd, Dublin 24, Ireland"
S4514,Publican's Licence (7-Day Ordinary),Rhk Bars Limited,Kiltipper Cafe Bar,,Kiltipper Way,Tallaght,,Dublin 24,"Kiltipper Cafe Bar, Kiltipper Way, Tallaght, Dublin 24",53.2716653,-6.3718235,"Marlfield Mall, Kiltipper, Dublin, Ireland"
S4467,Publican's Licence (7-Day Ordinary),John Crowe,Croughs,,& Premises Attached & Adjoining Thereto,"Cookstown Road, Maplewood",Tallaght,Dublin 24,"Croughs, & Premises Attached & Adjoining Thereto, Cookstown Road, Maplewood, Tallaght, Dublin 24",53.2867544,-6.389848000000001,"Whitestown, Dublin, Ireland"
S1709,Publican's Licence (7-Day Ordinary),Sean Doyle Entertainments Limited,The Belgard Inn,,Belgard Road,Tallaght,,Dublin 24,"The Belgard Inn, Belgard Road, Tallaght, Dublin 24",53.3023325,-6.378597,"Tallaght, Belgard Inn, Kingswood, Dublin, Co. Dublin, Ireland"
S1994,Publican's Licence (7-Day Ordinary),Crestington Bars Limited,The Killinarden House,,And Extention Attached To And Adjoining,Tallaght,,Dublin 24,"The Killinarden House, And Extention Attached To And Adjoining, Tallaght, Dublin 24",53.27675079999999,-6.379438299999999,"Whitestown, Dublin, Ireland"
S1592,Publican's Licence (7-Day Ordinary),Contorus Limited,The Old Mill,,Old Bawn,Tallaght,,Dublin 24,"The Old Mill, Old Bawn, Tallaght, Dublin 24",53.2752336,-6.3542872,"Old Bawn Rd, Tallaght, Dublin, Ireland"
N2152,Publican's Licence (7-Day Ordinary),Templeville Developments Limited,Barcode Fusion Fun And Fortune,,Clontarf Road And Adjacent,To The North End Of Fairview Park,,Dublin 3,"Barcode Fusion Fun And Fortune, Clontarf Road And Adjacent, To The North End Of Fairview Park, Dublin 3",53.364574,-6.229834899999999,"27/28 Marino Mart, Fairview, Dublin, Ireland"
N1344,Publican's Licence (7-Day Ordinary),Coastview Taverns Limited,Pebble Beach,,18 Conquer Hill Road,Clontarf,,Dublin 3,"Pebble Beach, 18 Conquer Hill Road, Clontarf, Dublin 3",53.3596468,-6.189672,"18 Conquer Hill Rd, Clontarf, Dublin, Ireland"
N0132,Publican's Licence (7-Day Ordinary),Clontarf Castle Limited,Clontarf Castle Hotel,Gerard Houlihan,Castle Avenue,Clontarf,,Dublin 3,"Clontarf Castle Hotel, Castle Avenue, Clontarf, Dublin 3",53.36474699999999,-6.206833,"Castle Ave, Clontarf, Dublin 3, Ireland"
N0148,Publican's Licence (7-Day Ordinary),Ballinree Inns Limited,Meagher's,,283/285 Richmond Road,Fairview,,Dublin 3,"Meagher's, 283/285 Richmond Road, Fairview, Dublin 3",53.36262800000001,-6.242369099999999,"277 Richmond Rd, Drumcondra, Dublin, Co. Dublin City, Ireland"
N0137,Publican's Licence (7-Day Ordinary),Im Limited,Harry Byrne,,107 Howth Road,Killester,,Dublin 3,"Harry Byrne, 107 Howth Road, Killester, Dublin 3",53.36709339999999,-6.216573,"107 Howth Rd, Clontarf, Dublin 3, D03 KN97, Ireland"
N0134,Publican's Licence (7-Day Ordinary),Paul Gaffney,Gaffney And Son,,5/6 Fairview,,,Dublin 3,"Gaffney And Son, 5/6 Fairview, Dublin 3",53.3630649,-6.236479399999999,"Fairview, Clontarf West, Dublin, Ireland"
N0021,Publican's Licence (7-Day Ordinary),Jenwood Investments Limited,Seabank House,,8 East Road And Extensions Attached,And Adjoining To 5a 6 And 7 East Road 124 East,Wall Road 125 And 126 East Wall Road,Dublin 3,"Seabank House, 8 East Road And Extensions Attached, And Adjoining To 5a 6 And 7 East Road 124 East, Wall Road 125 And 126 East Wall Road, Dublin 3",53.3546863,-6.229311699999999,"Apartment 1, 125 E Wall Rd, East Wall, Dublin 3, D03 X542, Ireland"
N0027,Publican's Licence (7-Day Ordinary),Primos Inns Limited,Annesley House,,70 North Strand Road & 1 Annesley Place,Fairview,,Dublin 3,"Annesley House, 70 North Strand Road & 1 Annesley Place, Fairview, Dublin 3",53.3596391,-6.2403202,"70 N Strand Rd, Ballybough, Dublin, Ireland"
N0013,Publican's Licence (7-Day Ordinary),Liam Mcgrattan,The Ref,,70 Ballybough Road,Fairview,,Dublin 3,"The Ref, 70 Ballybough Road, Fairview, Dublin 3",53.3595041,-6.2449202,"70 Ballybough Rd, Ballybough, Dublin 3, D03 F9P7, Ireland"
N2168,Publican's Licence (7-Day Ordinary),Delrey Catering Limited,The East Point Cafe Bar,,"Facilities Building, Block E",Eastpoint Business Park,Fairview,Dublin 3,"The East Point Cafe Bar, Facilities Building, Block E, Eastpoint Business Park, Fairview, Dublin 3",53.3583996,-6.2282715,"Eastpoint Business Park, Alfie Byrne Rd, East Wall, Dublin 3, Ireland"
N0135,Publican's Licence (7-Day Ordinary),Karpview Limited,Smyths Of Fairview,,12 Fairview,And Rear Of 10/11 Fairview,,Dublin 3,"Smyths Of Fairview, 12 Fairview, And Rear Of 10/11 Fairview, Dublin 3",53.3634324,-6.235793,"Fairview Fairview, Clontarf, Dublin, D03 C998, Ireland"
N0138,Publican's Licence (7-Day Ordinary),Hollybrook Park Avenue Limited,Brooks Bar,,Hollybrook Park,Clontarf,,Dublin 3,"Brooks Bar, Hollybrook Park, Clontarf, Dublin 3",53.3664162,-6.218083399999999,"3 Hollybrook Park, Clontarf, Dublin 3, Ireland"
N0127,Publican's Licence (7-Day Ordinary),Heatvale Limited,The Yacht,,72 & 73 Clontarf Road & Premises Attached,Clontarf,,Dublin 3,"The Yacht, 72 & 73 Clontarf Road & Premises Attached, Clontarf, Dublin 3",53.3616825,-6.215114799999999,"73 Clontarf Rd, Clontarf, Dublin 3, Ireland"
N0181,Publican's Licence (7-Day Ordinary),H And M Grainger Malahide Road Limited,Graingers,Hugh Grainger,74 Malahide Road,,,Dublin 3,"Graingers, 74 Malahide Road, Dublin 3",53.3677624,-6.2270647,"74 Malahide Road, R107, Clontarf West, Dublin, Ireland"
N0131,Publican's Licence (7-Day Ordinary),The Beachcomber Limited,The Beachcomber,,179a & 179b Howth Road,Killester,,Dublin 3,"The Beachcomber, 179a & 179b Howth Road, Killester, Dublin 3",53.3708317,-6.205804499999999,"179 Howth Rd, Clontarf East, Dublin, Ireland"
N0136,Publican's Licence (7-Day Ordinary),Patrick Kavanagh (marino House) Limited,Kavanagh's,,Existing Licensed Prem At 16 Malahide Rd & An Ext Att To &,Adj Said Prem The Extension That The Area Outlined,With A Green Verge Be De-licensed,Dublin 3,"Kavanagh's, Existing Licensed Prem At 16 Malahide Rd & An Ext Att To &, Adj Said Prem The Extension That The Area Outlined, With A Green Verge Be De-licensed, Dublin 3",53.3943429,-6.192330699999999,"16 Malahide Rd, Newtown Cottages, Priorswood, Dublin 17, D17 C956, Ireland"
N0028,Publican's Licence (7-Day Ordinary),Pinebay Limited,Cusacks,,145 North Strand,,,Dublin 3,"Cusacks, 145 North Strand, Dublin 3",53.35754739999999,-6.2425893,"145 North Strand Road, Dublin 3, Ireland, North Strand Road, North Strand, Dublin, Ireland"
S0183,Publican's Licence (7-Day Ordinary),The Beggars Bush Limited,The Beggars Bush,,115 Haddington Road,,,Dublin 4,"The Beggars Bush, 115 Haddington Road, Dublin 4",53.3363654,-6.236837700000001,"115 Haddington Rd, Dublin, Ireland"
S0182,Publican's Licence (7-Day Ordinary),Courtney's Lounge Bars Limited,Smyths,,10 Haddington Road,Ballsbridge,,Dublin 4,"Smyths, 10 Haddington Road, Ballsbridge, Dublin 4",53.3347706,-6.243412200000001,"10 Haddington Rd, Dublin 4, Ireland"
S0168,Publican's Licence (7-Day Ordinary),Howards Way Taverns Limited,The Yacht Bar,,8 Thorncastle Street,Ringsend,,Dublin 4,"The Yacht Bar, 8 Thorncastle Street, Ringsend, Dublin 4",53.3420889,-6.227492,"8 Thorncastle St, Dublin, D04 DR50, Ireland"
S0164,Publican's Licence (7-Day Ordinary),James Madigan And Sons,Madigan's,Patrick Madigan,Horse Show House,34/36 And Part Of,32 Merrion Road,Dublin 4,"Madigan's, Horse Show House, 34/36 And Part Of, 32 Merrion Road, Dublin 4",53.328574,-6.228888,"34-36 Merrion Rd, Dublin 4, D04 C535, Ireland"
S0211,Publican's Licence (7-Day Ordinary),Dublin Heritage Pubs Smc Limited,Arthur Maynes Donnybrook,,48 And 48a Donnybrook Road,,,Dublin 4,"Arthur Maynes Donnybrook, 48 And 48a Donnybrook Road, Dublin 4",53.3216627,-6.2351724,"48 Donnybrook Rd, Dublin 4, Co. Dublin, D04 TR26, Ireland"
S0159,Publican's Licence (7-Day Ordinary),Gleeson Bros Limited,The Vintage Public House,Oliver Gleeson,74 Irishtown Road,,,Dublin 4,"The Vintage Public House, 74 Irishtown Road, Dublin 4",53.3387883,-6.222972899999999,"74 Irishtown Rd, Dublin 4, Ireland"
1003568,Publican's Licence (7-Day Ordinary),Spot The Pig Limited,The Lansdowne Bar,,14 Bath Avenue,Sandymount,,Dublin 4,"The Lansdowne Bar, 14 Bath Avenue, Sandymount, Dublin 4",53.33732860000001,-6.2331933,"14 Bath Ave, Dublin 4, D04 Y726, Ireland"
S0177,Publican's Licence (7-Day Ordinary),Loyola Enterprises Limited,The Bath,,26 Bath Avenue,Sandymount,,Dublin 4,"The Bath, 26 Bath Avenue, Sandymount, Dublin 4",53.33748199999999,-6.232183999999999,"26 Bath Ave, Dublin 4, D04 X7P8, Ireland"
